ECG,EMG,HR,RESP,Seconds,footGSR,handGSR,interval in seconds,marker,newtime,stress,time,NNRR,AVNN,SDNN,RMSSD,pNN50,TP,ULF,VLF,LF,HF,LF_HF
0.069,-0.0022,80.53658537,30.18882927,1304.596341,18.14731707,11.59131707,0.758268293,16.33666667,14093.74473,1,1304.596341,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0258375,0.0258375,0,0,0,
0.024121951,-0.0046,78.56097561,29.71434146,1321.768683,18.28002439,11.44146341,0.758268293,16.25111111,14110.91707,1,1321.768683,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0261152,0.0261152,0,0,0,
0.116170732,-0.0026,78.7804878,30.86614634,1337.358024,19.5554878,12.33465854,0.758268293,16.13972222,14126.50641,1,1337.358024,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0274766,0.0274766,0,0,0,
0.070097561,-0.004,70.73170732,30.58282927,1356.695561,18.08765854,11.30590244,0.758268293,16.00083333,14145.84395,1,1356.695561,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0264738,0.0264738,0,0,0,
0.048414634,-0.0046,134.4878049,30.02931707,1375.216293,17.45160976,10.87478049,0.758268293,15.86361111,14164.36468,1,1375.216293,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0261101,0.0261101,0,0,0,
0.04804878,-0.0056,84.82926829,30.0315122,1389.995341,18.26843902,11.08236585,0.758268293,15.76361111,14179.14373,1,1389.995341,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0263302,0.0263302,0,0,0,
0.029487805,-0.0088,84.43902439,29.13668293,1404.209317,18.59473171,11.35236585,0.758268293,15.67805556,14193.35771,1,1404.209317,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0260065,0.0260065,0,0,0,
0.005146341,-0.0006,84.41463415,29.49204878,1416.413829,18.95309756,11.79402439,0.758268293,15.61361111,14205.56222,1,1416.413829,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0271499,0.0271499,0,0,0,
0.074292683,-0.0056,90.48780488,30.04536585,1428.712829,18.46617073,11.63956098,0.758268293,15.55972222,14217.86122,1,1428.712829,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0259784,0.0259784,0,0,0,
0.074341463,-0.0088,103.4146341,29.37956098,1442.542878,18.84921951,12.27443902,0.758268293,15.49111111,14231.69127,1,1442.542878,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0265101,0.0265101,0,0,0,
0.028285714,-0.006,96.35714286,29.43819048,1455.695881,19.57497619,12.46790476,0.754071429,15.45945946,14287.13643,1,1455.695881,0.97619,0.753585,0.0442736,0.0144231,0.05,0.0258212,0.0258212,0,0,0,
0.041813953,-0.0048,80.62790698,29.91790698,1473.617442,17.936,10.7885814,0.732209302,15.42131579,14345.38307,1,1473.617442,0.976744,0.731214,0.0441856,0.0283811,0.121951,0.0149436,0.0149436,0,0,0,
0.078790698,-0.0028,81.18604651,29.50353488,1493.164302,17.79869767,10.67595349,0.718813953,15.35631579,14364.92993,1,1493.164302,0.976744,0.7175,0.038166,0.0245471,0.146341,0.0105181,0.0105181,0,0,0,
0.053767442,-0.0066,79.34883721,30.44813953,1511.245279,18.707,11.94265116,0.724767442,15.31973684,14383.01091,1,1511.245279,0.976744,0.725119,0.0421855,0.0265629,0.097561,0.0135084,0.0135084,0,0,0,
0.069046512,-0.0054,88.30232558,29.31004651,1529.111814,18.34376744,11.83667442,0.727744186,15.31763158,14400.87744,1,1529.111814,0.976744,0.726643,0.0427778,0.0200688,0.097561,0.0188436,0.0188436,0,0,0,
0.057431818,-0.0062,91.79545455,29.42918182,1542.661364,18.38368182,12.30006818,0.702613636,15.31410256,14452.91911,1,1542.661364,0.977273,0.702442,0.0210829,0.0100297,0.0238095,0.00709055,0.00709055,0,0,0,
0.100363636,-0.0042,89.11363636,30.27522727,1559.252182,17.77181818,11.52665909,0.702613636,15.34820513,14469.50993,1,1559.252182,0.977273,0.702442,0.0210829,0.0100297,0.0238095,0.00664434,0.00664434,0,0,0,
0.071681818,-0.0048,78.70454545,29.52718182,1578.683295,17.52529545,11.02640909,0.702613636,15.46692308,14488.94105,1,1578.683295,0.977273,0.702442,0.0210829,0.0100297,0.0238095,0.00648416,0.00648416,0,0,0,
0.020809524,-0.0078,78.04761905,30.3432381,1592.993857,17.6682381,11.0657619,0.734261905,15.55918919,14424.4344,1,1592.993857,0.97619,0.734854,0.0452259,0.0227689,0.05,0.0209145,0.0209145,0,0,0,
0.040756098,-0.0054,87.53658537,29.74463415,1604.684439,18.12421951,11.79363415,0.758268293,15.60611111,14393.83283,1,1604.684439,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0274235,0.0274235,0,0,0,
0.105317073,-0.0102,83.17073171,29.02414634,1622.418512,17.06843902,11.09660976,0.758268293,15.74583333,14411.5669,1,1622.418512,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0262075,0.0262075,0,0,0,
0.112829268,-0.0072,79,29.66570732,1642.523951,16.48917073,10.51234146,0.758268293,15.86694444,14431.67234,0.804878049,1642.523951,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.026201,0.026201,0,0,0,
0.108775,-0.0076,78.65,29.96815,1661.8323,16.414975,10.644825,0.779,15.95542857,14406.57392,0.825,1661.8323,0.975,0.779128,0.0600667,0.0331904,0.0526316,0.0408777,0.0408777,0,0,0,
0.09474359,-0.0078,75.33333333,30.28082051,1681.536846,15.81648718,10.086,0.814128205,16.00735294,14379.59444,0.256410256,1681.536846,0.974359,0.813474,0.0664586,0.0318934,0.027027,0.0596193,0.0596193,0,0,0,
0.131435897,-0.008,76.23076923,30.87661538,1701.467282,15.87153846,10.0144359,0.814128205,16.05852941,14399.52487,0.435897436,1701.467282,0.974359,0.813474,0.0664586,0.0318934,0.027027,0.0598856,0.0598856,0,0,0,
0.11315,-0.0072,77.2,31.19605,1721.345175,16.711075,10.8506,0.800125,16.08742857,14466.0868,0.575,1721.345175,0.975,0.799128,0.0459847,0.0147978,0.0526316,0.0216358,0.0216358,0,0,0,
0.1081,-0.0054,88.25,31.3251,1738.17255,18.504425,12.219925,0.800125,16.07771429,14482.91417,0.975,1738.17255,0.975,0.800795,0.0462272,0.023433,0.0526316,0.0204911,0.0204911,0,0,0,
0.111666667,-0.0018,91.41025641,31.98497436,1756.324231,18.88235897,12.01705128,0.822461538,16.05529412,14454.38182,1,1756.324231,0.974359,0.822026,0.0441915,0.0212075,0.027027,0.0267728,0.0267728,0,0,0,
0.132615385,-0.0068,79.38461538,31.00307692,1776.837,17.59212821,10.85828205,0.822461538,16.05735294,14474.89459,1,1776.837,0.974359,0.822026,0.0441915,0.0212075,0.027027,0.0262915,0.0262915,0,0,0,
0.137897436,-0.0072,72.25641026,30.63671795,1798.004897,16.86805128,10.32387179,0.822461538,16.04852941,14496.06249,0.846153846,1798.004897,0.974359,0.822026,0.0441915,0.0212075,0.027027,0.0265208,0.0265208,0,0,0,
0.121384615,-0.0098,115.8205128,30.62302564,1819.199333,18.06605128,11.23687179,0.822461538,16.01588235,14517.25692,0.769230769,1819.199333,0.974359,0.822026,0.0441915,0.0212075,0.027027,0.026038,0.026038,0,0,0,
0.102769231,-0.0046,76.1025641,30.43564103,1839.083487,17.72992308,11.54107692,0.822461538,15.99558824,14537.14108,1,1839.083487,0.974359,0.822026,0.0441915,0.0212075,0.027027,0.0262843,0.0262843,0,0,0,
0.134292683,-0.0036,75.73170732,30.25614634,1859.604976,16.6272439,11.05526829,0.788390244,15.9775,14648.75337,0.780487805,1859.604976,0.97561,0.787125,0.0625042,0.0231306,0.0512821,0.0483449,0.0483449,0,0,0,
0.111634146,-0.0082,83.07317073,30.3502439,1880.509829,17.49607317,11.70853659,0.758268293,15.9625,14669.65822,0.87804878,1880.509829,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0260724,0.0260724,0,0,0,
0.024658537,-0.0042,83.75609756,30.25482927,1897.12661,17.90780488,11.82156098,0.758268293,15.92666667,14686.275,0.87804878,1897.12661,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0254675,0.0254675,0,0,0,
0.069512195,-0.005,81.92682927,30.04234146,1907.332683,17.78053659,12.24792683,0.758268293,15.9,14696.48107,0.87804878,1907.332683,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0287004,0.0287004,0,0,0,
0.102341463,-0.0072,77.26829268,29.9722439,1923.974732,16.96882927,11.84553659,0.766195122,15.90388889,14713.12312,0.87804878,1923.974732,0.97561,0.766,0.0214357,0.0102482,0.025641,0.00644253,0.00644253,0,0,0,
0.085560976,-0.0032,76.48780488,30.02292683,1945.118805,16.81426829,12.02663415,0.769365854,15.89166667,14734.2672,0.87804878,1945.118805,0.97561,0.76925,0.0268077,0.0179358,0.0769231,0.00725096,0.00725096,0,0,0,
0.066902439,0.001,74.29268293,30.24160976,1964.203024,16.8755122,12.0347561,0.761439024,15.85722222,14753.35141,0.87804878,1964.203024,0.97561,0.761125,0.0466917,0.0253645,0.0769231,0.0286428,0.0286428,0,0,0,
0.123195122,-0.0048,75.87804878,30.35107317,1983.839512,16.42646341,11.95787805,0.758268293,15.84583333,14772.9879,0.780487805,1983.839512,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0262911,0.0262911,0,0,0,
0.15304878,-0.0044,81.85365854,30.15214634,2004.498829,16.61307317,12.20921951,0.750463415,15.82416667,14793.64722,0.365853659,2004.498829,0.97561,0.749875,0.0646419,0.0309047,0.025641,0.0581642,0.0581642,0,0,0,
0.067146341,-0.0024,92.51219512,28.30317073,2021.213268,21.60997561,15.79282927,0.750463415,15.77444444,14810.36166,0.975609756,2021.213268,0.97561,0.749875,0.0646419,0.0309047,0.025641,0.0577009,0.0577009,0,0,0,
0.052268293,-0.0004,115.4634146,28.60609756,2031.112561,22.58246341,15.20480488,0.75202439,15.76916667,14820.26095,1,2031.112561,0.97561,0.751475,0.0610468,0.023059,0.0512821,0.0550989,0.0550989,0,0,0,
-0.030317073,-0.0066,91.3902439,29.42,2042.257976,20.26804878,13.30141463,0.753585366,15.76333333,14831.40637,1,2042.257976,0.97561,0.753075,0.0571805,0.0325596,0.0512821,0.0432222,0.0432222,0,0,0,
0.038860465,-0.0032,112.5581395,28.74748837,2053.512302,19.15660465,12.93748837,0.732209302,15.74552632,14925.27793,1,2053.512302,0.976744,0.731214,0.0441856,0.0246106,0.0731707,0.0190446,0.0190446,0,0,0,
0.025756098,-0.0044,86,29.1082439,2066.690878,18.76760976,12.36041463,0.742658537,15.69888889,14855.83927,1,2066.690878,0.97561,0.743475,0.0544958,0.0272354,0.102564,0.0329745,0.0329745,0,0,0,
0.024439024,-0.012,96.80487805,29.63497561,2081.312415,20.32734146,13.21770732,0.756707317,15.575,14870.4608,1,2081.312415,0.97561,0.756275,0.0437751,0.0252338,0.0769231,0.0247611,0.0247611,0,0,0,
0.039136364,-0.0056,93.63636364,28.97045455,2092.825477,20.25236364,13.02977273,0.717159091,15.62102564,15003.08323,1,2092.825477,0.977273,0.715837,0.0366852,0.0140755,0.047619,0.0128633,0.0128633,0,0,0,
0.044978261,-0.0068,91.97826087,28.95917391,2106.635326,19.21047826,12.17867391,0.671847826,15.56609756,15088.85661,1,2106.635326,0.978261,0.671,0.0322032,0.013858,0.0454545,0.00464654,0.00464654,0,0,0,
0.110148936,-0.0066,92.76595745,29.43893617,2125.265681,18.73959574,11.98385106,0.651914894,20.29952381,15141.17202,1,2125.265681,0.978723,0.652065,0.0204553,0.00968963,0.0222222,0.00659403,0.00659403,0,0,0,
0.128021277,-0.0072,107.3404255,29.28868085,2145.003426,20.21261702,13.57723404,0.645,16.49690476,15160.90977,0.893617021,2145.003426,0.978723,0.645,2.24E-08,0,0,,,0,0,0,
0.056111111,-0.0064,100.9555556,28.79466667,2160.851622,21.01191111,13.94226667,0.659444444,15.85075,15107.89073,0.888888889,2160.851622,0.977778,0.659773,0.0275545,0.0140183,0.0465116,0.00319498,0.00319498,0,0,0,
0.030761905,-0.0046,87.4047619,28.04347619,2174.460857,19.1252381,12.61983333,0.737309524,15.69567568,15005.9014,0.880952381,2174.460857,0.97619,0.737976,0.0456193,0.0227689,0.05,0.0213697,0.0213697,0,0,0,
0.103780488,-0.0034,81.53658537,29.05331707,2191.011829,18.7454878,11.95702439,0.758268293,18.03194444,14980.16022,0.87804878,2191.011829,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0266662,0.0266662,0,0,0,
0.1035,-0.0056,73.675,28.81655,2211.032225,17.89,11.6173,0.783875,13.548,14955.77385,0.875,2211.032225,0.975,0.784128,0.0621552,0.0331904,0.0526316,0.0437608,0.0437608,0,0,0,
0.097179487,-0.0056,80.64102564,28.93097436,2231.005744,16.84874359,10.99205128,0.814128205,13.43529412,14929.06333,0.871794872,2231.005744,0.974359,0.813474,0.0664586,0.0318934,0.027027,0.0600476,0.0600476,0,0,0,
0.083512821,-0.0006,72.51282051,29.11497436,2251.024,16.50984615,11.77353846,0.814128205,13.39735294,14949.08159,0.897435897,2251.024,0.974359,0.813474,0.0664586,0.0318934,0.027027,0.0592556,0.0592556,0,0,0,
0.068641026,-0.0086,72.38461538,28.77882051,2272.024795,16.00917949,11.18223077,0.814128205,13.38382353,14970.08238,0.435897436,2272.024795,0.974359,0.813474,0.0664586,0.0318934,0.027027,0.0590319,0.0590319,0,0,0,
0.084175,-0.007,73.875,28.7819,2291.9146,15.3978,10.8268,0.80825,13.37085714,15036.65622,0.2,2291.9146,0.975,0.807462,0.0661513,0.023433,0.0526316,0.0565269,0.0565269,0,0,0,
0.069682927,-0.0026,77.53658537,28.94380488,2312.125902,15.909,11.40214634,0.767780488,13.35333333,15101.27429,0.243902439,2312.125902,0.97561,0.766,0.0510831,0.0231306,0.0512821,0.0318674,0.0318674,0,0,0,
0.09695122,0.0004,81.36585366,28.80331707,2332.215561,15.35958537,10.95992683,0.758268293,13.335,15121.36395,0.12195122,2332.215561,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0261618,0.0261618,0,0,0,
0.063,-0.0042,85.53658537,28.65790244,2350.810366,15.63529268,11.47021951,0.758268293,13.32111111,15139.95876,0,2350.810366,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0266541,0.0266541,0,0,0,
0.094853659,-0.0078,77.92682927,28.76043902,2370.089756,15.83485366,11.81863415,0.758268293,13.31416667,15159.23815,0.243902439,2370.089756,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0262876,0.0262876,0,0,0,
0.111512195,-0.012,76.24390244,28.5222439,2390.394951,15.37012195,11.53629268,0.758268293,13.29305556,15179.54334,0.219512195,2390.394951,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.026272,0.026272,0,0,0,
0.154170732,0.0124,68.41463415,28.58136585,2410.517756,14.94053659,11.16431707,0.758268293,13.25944444,15199.66615,0.12195122,2410.517756,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0262564,0.0262564,0,0,0,
0.09295122,-0.005,76.31707317,28.71565854,2430.926829,14.71263415,10.93621951,0.758268293,13.22888889,15220.07522,0.12195122,2430.926829,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0261666,0.0261666,0,0,0,
0.076585366,-0.0028,77.68292683,28.96560976,2451.439732,14.69541463,11.2177561,0.766195122,13.2,15240.58812,0.12195122,2451.439732,0.97561,0.766,0.0214357,0.0102482,0.025641,0.00646192,0.00646192,0,0,0,
0.088317073,-0.0062,76,29.32639024,2471.696268,14.71258537,11.14246341,0.766195122,13.16472222,15260.84466,0,2471.696268,0.97561,0.766,0.0214357,0.0102482,0.025641,0.00645907,0.00645907,0,0,0,
0.085268293,-0.0022,78.65853659,29.21960976,2492.338268,14.70729268,10.96468293,0.766195122,13.14111111,15281.48666,0,2492.338268,0.97561,0.766,0.0214357,0.0102482,0.025641,0.00642275,0.00642275,0,0,0,
0.090219512,-0.0038,79.70731707,29.04326829,2512.738049,14.54231707,10.97365854,0.758268293,13.11138889,15301.88644,0,2512.738049,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0262055,0.0262055,0,0,0,
0.112952381,-0.0062,79.71428571,29.14066667,2532.818714,14.62240476,11.19228571,0.752547619,13.08864865,15364.25926,0,2532.818714,0.97619,0.752024,0.0446623,0.0144231,0.05,0.0248081,0.0248081,0,0,0,
0.116181818,-0.006,82.18181818,29.38654545,2554.66275,14.21093182,10.71334091,0.711340909,13.08,15464.9205,0,2554.66275,0.977273,0.709884,0.0314735,0.0140755,0.047619,0.00986713,0.00986713,0,0,0,
0.074295455,-0.0076,84.63636364,29.01163636,2575.686182,14.13522727,10.72768182,0.702613636,12.98076923,15485.94393,0,2575.686182,0.977273,0.702442,0.0210829,0.0100297,0.0238095,0.00667519,0.00667519,0,0,0,
0.057318182,-0.0036,85.15909091,28.85104545,2596.206705,15.32327273,13.28172727,0.702613636,12.73948718,15506.46445,0.136363636,2596.206705,0.977273,0.702442,0.0210829,0.0100297,0.0238095,0.00656016,0.00656016,0,0,0,
0.09797619,-0.0042,92.19047619,28.14266667,2611.520786,21.07102381,16.55502381,0.734380952,13.05540541,15442.96133,0.880952381,2611.520786,0.97619,0.734976,0.0316073,0.0143108,0.05,0.00492722,0.00492722,0,0,0,
-0.00302439,-0.0048,96.90243902,28.54809756,2624.08178,21.48197561,15.21173171,0.766195122,16.64972222,15413.23017,0.87804878,2624.08178,0.97561,0.766,0.0214357,0.0102482,0.025641,0.00648773,0.00648773,0,0,0,
0.083095238,-0.0034,99.23809524,29.69419048,2636.966024,19.96042857,14.95278571,0.749619048,13.67594595,15468.40657,0.880952381,2636.966024,0.97619,0.749024,0.0316073,0.0175271,0.075,0.00614203,0.00614203,0,0,0,
0.121195122,-0.0066,88.58536585,29.16429268,2650.066,20.42202439,15.33792683,0.744219512,13.59555556,15439.21439,0.87804878,2650.066,0.97561,0.745075,0.0459952,0.023059,0.0512821,0.0220254,0.0220254,0,0,0,
0.088452381,-0.008,81.95238095,29.53419048,2666.294905,19.31642857,13.74785714,0.7495,13.54459459,15497.73545,0.880952381,2666.294905,0.97619,0.748902,0.0452647,0.0249164,0.075,0.023263,0.023263,0,0,0,
0.044073171,-0.0028,76.85365854,28.87360976,2683.326463,18.8722439,13.74209756,0.753585366,13.56972222,15472.47485,1,2683.326463,0.97561,0.754675,0.0442773,0.023059,0.0512821,0.0250703,0.0250703,0,0,0,
0.080627907,-0.0094,71.55813953,28.55660465,2701.993953,18.12609302,12.88630233,0.727744186,13.58236842,15573.75958,1,2701.993953,0.976744,0.726643,0.0427778,0.0142461,0.0487805,0.0193277,0.0193277,0,0,0,
0.090727273,-0.0016,80.68181818,28.00168182,2723.023455,17.55745455,13.08402273,0.702613636,13.56717949,15633.2812,1,2723.023455,0.977273,0.702442,0.0210829,0.0100297,0.0238095,0.00662763,0.00662763,0,0,0,
0.068795455,-0.0068,111.4545455,27.87768182,2742.997068,17.16165909,12.56422727,0.702613636,13.51410256,15653.25482,1,2742.997068,0.977273,0.702442,0.0210829,0.0100297,0.0238095,0.00656256,0.00656256,0,0,0,
0.055772727,-0.0076,90.09090909,27.83240909,2760.470705,17.15925,12.7055,0.702613636,13.52538462,15670.72845,1,2760.470705,0.977273,0.702442,0.0210829,0.0100297,0.0238095,0.00667688,0.00667688,0,0,0,
0.065977273,-0.0052,87.09090909,28.29068182,2777.154023,17.64486364,13.43438636,0.699659091,13.54025641,15687.41177,1,2777.154023,0.977273,0.699419,0.0242803,0.0141842,0.047619,0.00194237,0.00194237,0,0,0,
0.113822222,-0.0044,82.97777778,28.27933333,2795.743311,17.21868889,12.6304,0.675333333,13.512,15742.78242,0.933333333,2795.743311,0.977778,0.674545,0.0327396,0.0221648,0.116279,0.00440607,0.00440607,0,0,0,
0.062465116,-0.0078,93.65116279,28.41465116,2814.424558,16.9225814,12.53262791,0.721906977,13.50921053,15686.19019,0.930232558,2814.424558,0.976744,0.72219,0.0254359,0.0141352,0.0487805,0.00241439,0.00241439,0,0,0,
0.00902439,-0.0048,97.90243902,28.65668293,2827.638098,17.13617073,13.11514634,0.763073171,13.48472222,15616.78649,1,2827.638098,0.97561,0.7644,0.0231437,0.0144931,0.0512821,0.0062417,0.0062417,0,0,0,
0.007097561,-0.0056,84.34146341,27.05068293,2836.371439,17.35209756,12.73129268,0.758268293,13.48083333,15625.51983,1,2836.371439,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0276981,0.0276981,0,0,0,
0.052170732,-0.0048,87.48780488,27.05341463,2848.223439,16.627,12.29658537,0.759853659,13.46194444,15637.37183,0.731707317,2848.223439,0.97561,0.7595,0.0399519,0.0146068,0.0512821,0.0211377,0.0211377,0,0,0,
0.043829268,0.0006,82,27.36712195,2860.602634,16.86809756,13.11517073,0.758268293,13.44611111,15649.75102,1,2860.602634,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0276145,0.0276145,0,0,0,
0.066731707,-0.0056,88.53658537,26.95541463,2870.863854,17.04678049,13.42956098,0.758268293,13.445,15660.01224,1,2870.863854,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0272572,0.0272572,0,0,0,
0.050512195,-0.0072,89.07317073,27.98741463,2885.763927,17.8574878,13.27336585,0.758268293,13.43388889,15674.91232,1,2885.763927,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0255034,0.0255034,0,0,0,
0.032390244,-0.0044,108.8536585,28.21492683,2897.611268,18.48663415,14.12878049,0.758268293,13.42722222,15686.75966,1,2897.611268,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.027292,0.027292,0,0,0,
0.049756098,-0.0044,104.0487805,27.83478049,2908.27061,18.79165854,13.85380488,0.758268293,13.43805556,15697.419,1,2908.27061,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0266697,0.0266697,0,0,0,
0.06302439,-0.0034,99,28.3255122,2919.50122,19.04087805,14.81290244,0.758268293,13.45916667,15708.64961,1,2919.50122,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0272931,0.0272931,0,0,0,
0.009219512,-0.0046,90.82926829,28.05268293,2932.069244,19.8567561,14.19490244,0.766195122,13.46638889,15721.21763,1,2932.069244,0.97561,0.766,0.0214357,0.0102482,0.025641,0.00647365,0.00647365,0,0,0,
-0.010512195,-0.0018,88.58536585,28.35390244,2941.842659,18.29639024,12.58102439,0.758268293,13.47333333,15730.99105,1,2941.842659,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0289117,0.0289117,0,0,0,
0.073292683,-0.003,80.17073171,27.76112195,2955.246293,17.66136585,13.00990244,0.758268293,16.72527778,15744.39468,1,2955.246293,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0268121,0.0268121,0,0,0,
0.070219512,-0.0004,78.6097561,28.1564878,2973.474366,17.50709756,12.51668293,0.758268293,17.41666667,15762.62276,0.87804878,2973.474366,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0268556,0.0268556,0,0,0,
0.051390244,-0.0064,73.07317073,29.04931707,2992.564854,16.41963415,11.58302439,0.76302439,15.08194444,15781.71324,0.853658537,2992.564854,0.97561,0.76275,0.0482561,0.0327622,0.0512821,0.0273549,0.0273549,0,0,0,
0.035307692,-0.0066,73.84615385,28.52794872,3005.765026,15.84094872,11.07425641,0.802461538,15.00058824,15703.82262,0.230769231,3005.765026,0.974359,0.803211,0.0667501,0.033636,0.0540541,0.0559534,0.0559534,0,0,0,
0.109410256,-0.0088,91.87179487,28.12841026,3023.018974,15.14515385,10.54453846,0.814128205,14.935,15721.07656,0,3023.018974,0.974359,0.813474,0.0664586,0.0318934,0.027027,0.0596859,0.0596859,0,0,0,
0.104871795,-0.0066,71.20512821,28.23087179,3043.543359,14.8875641,10.89064103,0.814128205,14.86558824,15741.60095,0,3043.543359,0.974359,0.813474,0.0664586,0.0318934,0.027027,0.0594987,0.0594987,0,0,0,
0.093666667,-0.0068,72.87179487,28.09507692,3063.765051,14.68994872,10.5405641,0.814128205,14.82264706,15761.82264,0,3063.765051,0.974359,0.813474,0.0664586,0.0318934,0.027027,0.0592847,0.0592847,0,0,0,
0.098102564,-0.003,82.53846154,28.24112821,3083.770051,14.07264103,10.21179487,0.814128205,14.77029412,15781.82764,0,3083.770051,0.974359,0.813474,0.0664586,0.0318934,0.027027,0.0593677,0.0593677,0,0,0,
0.105925,-0.0044,83.55,28.9303,3103.5,14.3231,11.116075,0.80175,14.70685714,15848.24162,0,3103.5,0.975,0.800795,0.0659055,0.0277754,0.105263,0.053523,0.053523,0,0,0,
0.088121951,-0.0056,80.36585366,28.81926829,3122.506659,15.03541463,12.15270732,0.761439024,14.6525,15911.65505,0.048780488,3122.506659,0.97561,0.7595,0.0450128,0.0253645,0.0769231,0.0272797,0.0272797,0,0,0,
0.105097561,-0.0086,81.56097561,28.56258537,3142.069268,14.37685366,11.4394878,0.758268293,14.61055556,15931.21766,0,3142.069268,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0262255,0.0262255,0,0,0,
0.169365854,-0.0008,81.63414634,28.53917073,3162.029951,14.06482927,11.764,0.766195122,14.57027778,15951.17834,0,3162.029951,0.97561,0.766,0.0510831,0.0293262,0.128205,0.0302476,0.0302476,0,0,0,
0.109414634,0.0016,87.43902439,28.60507317,3182.415415,13.73109756,11.40887805,0.764609756,14.53722222,15971.5638,0.097560976,3182.415415,0.97561,0.764375,0.049717,0.0253645,0.0769231,0.0304806,0.0304806,0,0,0,
0.085,-0.0068,78.53658537,29.36365854,3203.261976,14.09480488,12.60065854,0.758268293,14.51555556,15992.41037,0,3203.261976,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0251029,0.0251029,0,0,0,
0.109853659,-0.0042,82.7804878,29.36029268,3218.665634,16.73431707,16.28568293,0.758268293,14.49027778,16007.81402,0.707317073,3218.665634,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0270471,0.0270471,0,0,0,
0.075560976,-0.007,84.29268293,28.90702439,3234.734805,16.46907317,14.18453659,0.758268293,14.46916667,16023.8832,0.609756098,3234.734805,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0265552,0.0265552,0,0,0,
0.102073171,-0.0054,76.46341463,29.17873171,3254.37139,15.41080488,12.71904878,0.758268293,14.43666667,16043.51978,0.12195122,3254.37139,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0261328,0.0261328,0,0,0,
0.093073171,-0.0014,81.34146341,29.03243902,3274.656146,14.84,12.41368293,0.758268293,14.41111111,16063.80454,0.12195122,3274.656146,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0262593,0.0262593,0,0,0,
0.064463415,-0.0046,84.56097561,29.18068293,3293.584537,15.16519512,13.94831707,0.758268293,22.76388889,16082.73293,0.12195122,3293.584537,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0253083,0.0253083,0,0,0,
0.052146341,-0.0036,78.29268293,29.21087805,3307.688415,15.40446341,13.60443902,0.766195122,17.85083333,16096.8368,0.12195122,3307.688415,0.97561,0.766,0.0214357,0.0102482,0.025641,0.00682837,0.00682837,0,0,0,
0.101780488,-0.0026,82.75609756,29.15195122,3326.220244,14.68909756,12.36387805,0.766195122,17.01916667,16115.36863,0.12195122,3326.220244,0.97561,0.766,0.0214357,0.0102482,0.025641,0.00645543,0.00645543,0,0,0,
0.084292683,-0.005,79.48780488,29.64502439,3346.091195,14.585,12.55458537,0.766195122,16.76638889,16135.23959,0,3346.091195,0.97561,0.766,0.0214357,0.0102482,0.025641,0.00652937,0.00652937,0,0,0,
0.0965,-0.0046,87.04761905,29.38895238,3365.121262,15.3422381,14.15042857,0.755714286,16.63702703,16196.56181,0,3365.121262,0.97619,0.755268,0.0294814,0.0101193,0.025,0.00608557,0.00608557,0,0,0,
